model,price,transmission,mileage,fuelType,tax,mpg,engineSize,age
 3 Series,14612,Automatic,41114,Diesel,125,57.6,3.0,12
 4 Series,18272,Semi-Auto,33864,Diesel,125,60.1,2.0,10
 2 Series,19212,Automatic,13301,Diesel,145,57.7,2.0,8
 3 Series,11520,Manual,62828,Diesel,125,61.4,2.0,11
 3 Series,11128,Manual,67232,Diesel,125,57.6,2.0,11
 1 Series,9681,Manual,40176,Petrol,145,50.4,1.6,10
 1 Series,12290,Manual,31268,Diesel,150,72.4,1.5,8
 2 Series,16322,Semi-Auto,47254,Diesel,125,61.4,2.0,9
 5 Series,27750,Automatic,24460,Diesel,145,60.1,3.0,7
 X4,42412,Semi-Auto,3414,Diesel,145,37.2,3.0,6
 M3,37572,Semi-Auto,30573,Petrol,300,34.0,3.0,8
 3 Series,20732,Semi-Auto,7856,Diesel,145,64.2,2.0,7
 X3,29022,Automatic,6716,Diesel,145,56.5,2.0,7
 X5,33522,Automatic,51536,Diesel,235,42.8,3.0,9
 1 Series,31723,Semi-Auto,1129,Diesel,145,60.1,2.0,6
 5 Series,28992,Automatic,19625,Diesel,145,53.3,3.0,7
 4 Series,17782,Semi-Auto,34942,Diesel,30,65.7,2.0,9
 2 Series,10242,Manual,51577,Petrol,30,57.6,1.5,9
 X1,17621,Semi-Auto,27531,Diesel,30,65.7,2.0,8
 1 Series,14012,Manual,17143,Petrol,150,38.7,1.5,7
 5 Series,27241,Semi-Auto,7657,Hybrid,150,49.6,2.0,6
 X5,31581,Automatic,7658,Diesel,205,47.1,3.0,9
 6 Series,19916,Automatic,43525,Diesel,160,51.4,3.0,9
 3 Series,22780,Semi-Auto,11944,Petrol,145,44.8,2.0,6
 8 Series,88980,Semi-Auto,88,Petrol,145,24.4,4.4,6
 4 Series,22446,Automatic,10164,Diesel,145,65.7,2.0,6
 4 Series,24016,Automatic,4349,Diesel,145,60.1,2.0,6
 3 Series,19836,Automatic,28411,Diesel,145,51.4,3.0,8
 2 Series,15582,Semi-Auto,10556,Diesel,20,68.9,2.0,8
 2 Series,15342,Manual,37828,Petrol,205,42.8,2.0,9
 2 Series,26830,Semi-Auto,4789,Petrol,145,46.3,2.0,6
 3 Series,37980,Semi-Auto,3078,Petrol,145,34.9,3.0,6
 4 Series,22380,Semi-Auto,9846,Diesel,145,65.7,2.0,6
 X5,44980,Semi-Auto,7383,Diesel,145,37.7,3.0,6
 1 Series,16980,Manual,24985,Diesel,145,70.6,1.5,8
 2 Series,23980,Semi-Auto,8452,Diesel,145,61.4,2.0,6
 7 Series,47980,Automatic,339,Petrol,145,34.5,3.0,6
 1 Series,18480,Semi-Auto,17402,Petrol,145,47.9,2.0,7
 3 Series,27280,Semi-Auto,7311,Petrol,145,42.2,2.0,6
 X1,26280,Semi-Auto,3646,Petrol,145,48.7,2.0,6
 2 Series,18980,Manual,5500,Petrol,145,42.8,1.5,6
 X3,35480,Semi-Auto,9000,Diesel,145,54.3,2.0,6
 1 Series,17250,Manual,6824,Petrol,145,53.3,1.5,6
 1 Series,17250,Manual,4028,Petrol,145,53.3,1.5,6
 1 Series,17250,Manual,4122,Petrol,145,53.3,1.5,6
 1 Series,17250,Manual,11699,Petrol,145,53.3,1.5,6
 3 Series,25780,Semi-Auto,7004,Petrol,145,45.6,2.0,6
 5 Series,26480,Semi-Auto,5130,Diesel,145,65.7,2.0,6
 2 Series,18980,Semi-Auto,5992,Petrol,145,50.4,2.0,6
 3 Series,40980,Semi-Auto,6250,Diesel,145,43.5,3.0,6
 4 Series,25780,Semi-Auto,9326,Diesel,145,65.7,2.0,6
 4 Series,25480,Semi-Auto,8042,Diesel,145,65.7,2.0,6
 3 Series,19480,Semi-Auto,17610,Petrol,145,48.7,2.0,8
 X3,30980,Automatic,6332,Diesel,145,54.3,2.0,6
 1 Series,11980,Automatic,25204,Petrol,30,58.9,1.5,9
 X1,17980,Semi-Auto,53850,Diesel,150,57.6,2.0,8
 2 Series,16980,Manual,19853,Diesel,150,64.2,2.0,7
 3 Series,39950,Semi-Auto,1204,Petrol,150,33.6,3.0,5
 4 Series,15980,Semi-Auto,66037,Diesel,30,65.7,2.0,9
 X7,74480,Automatic,7278,Diesel,145,31.4,3.0,6
 X2,28480,Semi-Auto,3282,Petrol,145,39.8,2.0,6
 2 Series,25780,Semi-Auto,4418,Diesel,150,48.7,2.0,6
 X1,27280,Automatic,5231,Petrol,145,48.7,2.0,6
 3 Series,18980,Semi-Auto,29902,Diesel,145,53.3,3.0,9
 X3,29980,Semi-Auto,25101,Diesel,150,47.9,3.0,8
 X1,29970,Semi-Auto,1241,Diesel,145,60.1,2.0,5
 1 Series,28790,Semi-Auto,953,Diesel,145,51.4,2.0,5
 1 Series,24280,Manual,1947,Petrol,145,41.5,1.5,6
 4 Series,20480,Semi-Auto,26814,Diesel,145,55.4,3.0,8
 1 Series,14880,Manual,19882,Diesel,30,65.7,2.0,9
 4 Series,15480,Automatic,50145,Petrol,200,43.5,2.0,10
 4 Series,22480,Automatic,25742,Diesel,145,55.4,3.0,9
 1 Series,15280,Automatic,14709,Diesel,145,72.4,1.5,8
 4 Series,28170,Semi-Auto,9647,Diesel,145,58.9,2.0,6
 5 Series,22322,Semi-Auto,42295,Diesel,145,60.1,2.0,8
 1 Series,21670,Semi-Auto,7065,Petrol,145,42.8,1.5,6
 1 Series,11200,Semi-Auto,10239,Petrol,145,48.7,1.6,12
 i3,19980,Automatic,26965,Hybrid,140,85.6,1.6,8
 X1,20092,Semi-Auto,25610,Petrol,160,44.8,2.0,8
 2 Series,20190,Manual,4648,Petrol,145,42.8,1.5,6
 3 Series,32790,Automatic,3750,Diesel,145,52.3,2.0,6
 Z4,32970,Automatic,467,Petrol,145,38.7,2.0,6
 2 Series,21205,Semi-Auto,9148,Petrol,145,50.4,1.5,6
 X2,29325,Semi-Auto,8859,Diesel,145,50.4,2.0,6
 X1,19832,Semi-Auto,15242,Diesel,145,57.6,2.0,8
 X5,36980,Automatic,18231,Diesel,145,42.8,3.0,8
 X1,14995,Manual,39000,Diesel,125,58.9,2.0,10
 3 Series,9698,Semi-Auto,62121,Diesel,125,60.1,2.0,11
 X1,17998,Semi-Auto,41604,Diesel,150,55.4,2.0,8
 1 Series,20498,Semi-Auto,29319,Petrol,200,39.8,3.0,8
 X1,22698,Automatic,3209,Petrol,160,44.8,2.0,8
 5 Series,15498,Semi-Auto,35822,Diesel,165,51.4,3.0,11
 X1,20998,Semi-Auto,16216,Diesel,150,55.4,2.0,8
 X2,31680,Semi-Auto,103,Diesel,145,58.9,2.0,6
 1 Series,31790,Semi-Auto,8211,Petrol,145,34.5,2.0,6
 1 Series,26413,Manual,12262,Petrol,145,41.5,1.5,6
 5 Series,32400,Semi-Auto,7111,Diesel,145,55.4,2.0,6
 X1,24000,Semi-Auto,5547,Diesel,145,47.9,2.0,6
 1 Series,15291,Manual,16891,Petrol,150,53.3,1.5,7
 X4,26191,Semi-Auto,37114,Diesel,200,47.9,3.0,8
 3 Series,17899,Semi-Auto,40500,Petrol,145,48.7,2.0,7
 1 Series,16117,Manual,25231,Petrol,300,35.3,3.0,9
 3 Series,19830,Semi-Auto,39664,Diesel,145,49.6,3.0,8
 1 Series,14017,Manual,12670,Diesel,20,70.6,1.5,9
 1 Series,16498,Manual,16706,Diesel,150,62.8,2.0,8
 3 Series,10298,Manual,60211,Diesel,125,60.1,2.0,12
 2 Series,16998,Manual,4302,Petrol,145,40.9,1.5,7
 4 Series,20998,Semi-Auto,18392,Diesel,150,65.7,2.0,7
 1 Series,13750,Semi-Auto,20000,Diesel,30,64.2,2.0,11
 3 Series,19250,Semi-Auto,37679,Diesel,150,53.3,3.0,9
 3 Series,18555,Semi-Auto,51416,Diesel,145,53.3,3.0,10
 4 Series,31003,Semi-Auto,2400,Diesel,145,50.4,3.0,5
 4 Series,27003,Semi-Auto,1816,Petrol,145,48.7,2.0,5
 1 Series,8690,Manual,51344,Diesel,30,65.7,2.0,11
 2 Series,21097,Semi-Auto,7947,Diesel,145,47.1,2.0,6
 1 Series,23997,Semi-Auto,8423,Petrol,145,39.8,3.0,6
 7 Series,49990,Semi-Auto,5364,Diesel,145,44.1,3.0,6
 5 Series,42650,Semi-Auto,4000,Petrol,145,50.4,2.0,6
 M5,61797,Semi-Auto,4419,Petrol,145,26.9,4.4,6
 X3,35991,Semi-Auto,8667,Diesel,150,54.3,2.0,6
 1 Series,21490,Semi-Auto,25954,Petrol,150,39.8,3.0,8
 4 Series,15361,Manual,43745,Diesel,125,60.1,2.0,10
 3 Series,12110,Manual,54905,Diesel,125,58.9,2.0,10
 3 Series,12180,Manual,56763,Diesel,20,68.9,2.0,9
 X1,9527,Semi-Auto,60973,Diesel,145,56.5,2.0,12
 1 Series,19990,Automatic,27108,Petrol,145,39.8,3.0,8
 3 Series,11491,Manual,64021,Diesel,125,57.6,2.0,11
 5 Series,27399,Semi-Auto,23607,Diesel,145,51.4,3.0,8
 5 Series,17980,Semi-Auto,32205,Diesel,30,62.8,2.0,9
 X1,25480,Semi-Auto,24,Diesel,145,60.1,2.0,5
 2 Series,20980,Semi-Auto,9,Petrol,145,50.4,1.5,5
 2 Series,20980,Semi-Auto,12,Petrol,145,50.4,1.5,5
 1 Series,21980,Manual,821,Diesel,145,72.4,1.5,6
 6 Series,33490,Semi-Auto,101,Petrol,145,42.8,2.0,5
 3 Series,26980,Semi-Auto,101,Diesel,145,62.8,2.0,5
 3 Series,22480,Semi-Auto,6191,Diesel,145,55.4,2.0,6
 1 Series,20980,Manual,8617,Petrol,145,44.1,1.5,6
 1 Series,17980,Semi-Auto,8211,Diesel,145,74.3,2.0,6
 Z4,31990,Semi-Auto,9950,Petrol,145,38.7,2.0,6
 X2,28993,Semi-Auto,101,Diesel,145,61.4,2.0,5
 M4,49623,Semi-Auto,2024,Petrol,145,34.0,3.0,5
 X1,27493,Manual,3609,Diesel,145,39.2,2.0,5
 4 Series,28000,Semi-Auto,6451,Diesel,145,58.9,2.0,6
 M4,44500,Semi-Auto,5644,Petrol,145,34.0,3.0,6
 2 Series,19990,Manual,6361,Diesel,145,51.4,2.0,6
 3 Series,14391,Semi-Auto,56262,Diesel,30,62.8,2.0,10
 5 Series,23891,Semi-Auto,23652,Diesel,145,48.7,2.0,7
 X3,30990,Semi-Auto,20423,Petrol,145,30.4,2.0,6
 X2,31790,Semi-Auto,4169,Petrol,145,34.0,2.0,6
 X3,36853,Semi-Auto,2479,Diesel,145,54.3,2.0,5
 Z4,34993,Semi-Auto,3100,Petrol,145,38.7,2.0,5
 5 Series,35493,Semi-Auto,5658,Petrol,145,50.4,2.0,5
 3 Series,15890,Manual,34588,Diesel,145,64.2,2.0,8
 2 Series,20990,Semi-Auto,13268,Petrol,145,47.9,2.0,7
 1 Series,18990,Semi-Auto,4539,Diesel,145,70.6,2.0,6
 3 Series,31990,Semi-Auto,4893,Diesel,145,52.3,2.0,6
 X4,25041,Semi-Auto,28480,Diesel,200,47.1,3.0,9
 1 Series,15690,Semi-Auto,26386,Diesel,20,67.3,2.0,9
 X1,21050,Semi-Auto,18099,Diesel,145,57.6,2.0,8
 1 Series,14066,Semi-Auto,43260,Petrol,145,55.5,1.5,8
 3 Series,19581,Semi-Auto,26949,Diesel,160,51.4,3.0,9
 3 Series,16237,Semi-Auto,37466,Diesel,145,56.5,3.0,10
 1 Series,16995,Automatic,19654,Petrol,145,54.3,1.5,8
 4 Series,24491,Semi-Auto,6462,Diesel,150,58.9,2.0,6
 2 Series,16191,Semi-Auto,23295,Diesel,20,68.9,2.0,8
 X1,19497,Semi-Auto,29959,Diesel,145,55.4,2.0,9
 X1,24500,Semi-Auto,8410,Petrol,145,47.9,2.0,6
 5 Series,28991,Semi-Auto,4636,Petrol,145,50.4,2.0,6
 X2,32403,Semi-Auto,2580,Petrol,145,39.8,2.0,5
 X7,72430,Semi-Auto,6391,Diesel,145,33.6,3.0,6
 4 Series,13591,Manual,73417,Diesel,125,57.6,2.0,11
 1 Series,17490,Semi-Auto,10571,Diesel,30,65.7,2.0,8
 3 Series,16490,Semi-Auto,30835,Diesel,145,70.6,2.0,8
 4 Series,16678,Semi-Auto,37041,Diesel,125,57.6,2.0,10
 1 Series,19990,Automatic,26841,Petrol,145,39.8,3.0,8
 1 Series,17390,Semi-Auto,11690,Diesel,145,45.6,2.0,7
 4 Series,22991,Semi-Auto,25220,Diesel,160,49.6,3.0,9
 X2,24297,Semi-Auto,13325,Diesel,145,58.9,2.0,7
 X3,24390,Semi-Auto,45646,Diesel,200,47.1,3.0,9
 4 Series,20217,Manual,31959,Petrol,145,43.5,2.0,8
 2 Series,21980,Automatic,5913,Hybrid,135,85.6,1.5,6
 X1,26480,Semi-Auto,9027,Diesel,145,50.4,2.0,6
 2 Series,25780,Semi-Auto,2859,Diesel,145,48.7,2.0,6
 X5,49980,Semi-Auto,5041,Diesel,145,37.7,3.0,6
 1 Series,16980,Manual,20100,Petrol,150,37.2,1.5,7
 1 Series,26980,Automatic,1250,Petrol,145,40.4,1.5,6
 X3,19295,Semi-Auto,18458,Diesel,145,54.3,2.0,11
 5 Series,14160,Automatic,41075,Diesel,30,62.8,2.0,10
 4 Series,13750,Manual,34457,Petrol,160,44.8,2.0,10
 1 Series,14391,Semi-Auto,42770,Diesel,125,61.4,2.0,10
 X3,19540,Semi-Auto,39370,Diesel,145,54.3,2.0,10
 3 Series,12217,Manual,58943,Diesel,125,61.4,2.0,10
 3 Series,19400,Semi-Auto,19060,Diesel,145,53.3,3.0,9
 3 Series,19357,Semi-Auto,15893,Diesel,145,64.2,2.0,7
 1 Series,16980,Manual,4905,Petrol,145,53.3,1.5,6
 3 Series,26480,Semi-Auto,5500,Petrol,145,42.2,2.0,6
 4 Series,24780,Semi-Auto,6251,Petrol,145,48.7,2.0,6
 3 Series,27780,Automatic,4586,Diesel,145,52.3,2.0,6
 X1,25280,Semi-Auto,6153,Petrol,145,35.3,2.0,6
 2 Series,25980,Semi-Auto,5072,Diesel,145,48.7,2.0,6
 4 Series,21280,Semi-Auto,16635,Diesel,160,50.4,3.0,9
 3 Series,22480,Semi-Auto,18620,Diesel,145,62.8,2.0,7
 X1,22780,Semi-Auto,11520,Petrol,145,37.7,2.0,7
 5 Series,18980,Semi-Auto,43169,Petrol,145,48.7,2.0,8
 3 Series,25780,Semi-Auto,7254,Petrol,150,42.2,2.0,6
 1 Series,15980,Manual,19093,Diesel,150,50.4,2.0,7
 3 Series,33950,Semi-Auto,5039,Diesel,150,52.3,2.0,6
 X7,71980,Semi-Auto,8695,Diesel,150,31.4,3.0,5
 2 Series,20450,Automatic,6269,Petrol,145,50.4,2.0,6
 8 Series,55980,Semi-Auto,3489,Diesel,145,39.8,3.0,6
 1 Series,16990,Manual,32000,Diesel,30,62.8,2.0,8
 3 Series,18980,Semi-Auto,19408,Diesel,150,65.7,2.0,7
 1 Series,12609,Manual,22991,Diesel,20,72.4,1.5,9
 1 Series,17894,Semi-Auto,14684,Petrol,145,54.3,1.5,8
 4 Series,17310,Semi-Auto,31911,Diesel,125,57.6,2.0,10
 1 Series,18890,Semi-Auto,21744,Diesel,150,65.7,2.0,8
 3 Series,25940,Semi-Auto,8646,Diesel,150,53.3,2.0,6
 1 Series,20440,Semi-Auto,3567,Petrol,150,47.9,2.0,6
 1 Series,18440,Semi-Auto,3605,Diesel,150,47.9,1.5,6
 3 Series,19750,Semi-Auto,5888,Petrol,150,51.4,1.5,6
 3 Series,25940,Semi-Auto,7779,Diesel,150,53.3,2.0,6
 2 Series,21450,Semi-Auto,3803,Petrol,145,39.2,1.5,6
 X2,31970,Automatic,3740,Petrol,145,34.0,2.0,6
 3 Series,24997,Semi-Auto,6429,Diesel,145,64.2,2.0,6
 2 Series,25603,Semi-Auto,2880,Petrol,145,50.4,1.5,5
 2 Series,26883,Semi-Auto,101,Petrol,145,40.9,1.5,5
 3 Series,36693,Semi-Auto,2725,Petrol,145,40.4,2.0,5
 4 Series,21104,Semi-Auto,36741,Petrol,200,41.5,3.0,9
 M5,58991,Semi-Auto,16529,Petrol,145,26.9,4.4,6
 3 Series,23480,Semi-Auto,4611,Diesel,150,65.7,2.0,6
 8 Series,51980,Semi-Auto,5529,Diesel,150,40.4,3.0,6
 X3,32480,Semi-Auto,5495,Diesel,145,54.3,2.0,6
 2 Series,21850,Automatic,4389,Petrol,145,40.9,1.5,6
 1 Series,19980,Manual,2557,Petrol,145,44.1,1.5,6
 3 Series,28940,Automatic,1550,Petrol,145,42.2,2.0,6
 2 Series,22480,Automatic,105,Petrol,145,47.9,2.0,6
 3 Series,19980,Semi-Auto,10154,Diesel,145,56.5,3.0,8
 i8,67940,Automatic,1110,Hybrid,135,85.6,1.5,6
 2 Series,18980,Manual,12769,Petrol,145,52.3,1.5,7
 X1,26450,Semi-Auto,7835,Diesel,150,60.1,2.0,6
 2 Series,22480,Semi-Auto,5869,Diesel,150,51.4,2.0,6
 1 Series,17780,Manual,7287,Diesel,150,72.4,1.5,6
 5 Series,26380,Semi-Auto,8257,Petrol,150,50.4,2.0,6
 X3,19795,Semi-Auto,51451,Diesel,200,47.1,3.0,10
 5 Series,21720,Automatic,26946,Diesel,145,65.7,2.0,8
 3 Series,7550,Manual,78650,Petrol,125,53.3,1.6,12
 3 Series,19367,Automatic,25666,Diesel,160,51.4,3.0,9
 X1,18990,Automatic,18604,Diesel,145,55.4,2.0,9
 1 Series,10970,Automatic,26423,Diesel,30,64.2,2.0,11
 4 Series,21470,Automatic,40553,Petrol,145,41.5,3.0,7
 5 Series,33980,Semi-Auto,1500,Hybrid,135,85.6,2.0,5
 4 Series,19880,Semi-Auto,34171,Diesel,145,55.4,3.0,9
 4 Series,21064,Semi-Auto,19447,Diesel,145,65.7,2.0,7
 3 Series,15980,Semi-Auto,16000,Diesel,30,67.3,2.0,9
 2 Series,30980,Semi-Auto,1500,Petrol,145,42.2,1.5,5
 2 Series,22980,Automatic,2869,Diesel,145,49.6,2.0,6
 X1,27980,Automatic,105,Petrol,145,40.9,1.5,6
 1 Series,23440,Manual,4729,Petrol,145,41.5,1.5,6
 3 Series,31980,Automatic,4869,Diesel,145,50.4,2.0,6
 5 Series,39480,Automatic,4859,Petrol,145,29.1,3.0,6
 1 Series,23980,Semi-Auto,1500,Petrol,145,40.4,1.5,5
 1 Series,30440,Semi-Auto,1500,Petrol,145,34.5,2.0,5
 1 Series,30440,Semi-Auto,1500,Petrol,145,34.5,2.0,5
 4 Series,22470,Semi-Auto,1998,Diesel,145,60.1,2.0,7
 5 Series,22980,Automatic,21687,Diesel,145,53.3,3.0,8
 4 Series,20980,Semi-Auto,11403,Petrol,145,48.7,2.0,7
 4 Series,18860,Semi-Auto,15422,Diesel,30,65.7,2.0,9
 3 Series,18656,Semi-Auto,27621,Diesel,145,56.5,3.0,9
 3 Series,20584,Semi-Auto,36137,Diesel,145,53.3,3.0,9
 1 Series,11180,Manual,43424,Diesel,20,72.4,1.5,10
 3 Series,34993,Semi-Auto,6250,Diesel,145,47.9,3.0,5
 5 Series,15995,Semi-Auto,31309,Diesel,30,62.8,2.0,10
 4 Series,22431,Semi-Auto,31663,Diesel,160,51.4,3.0,9
 X1,19480,Semi-Auto,19829,Diesel,125,57.6,2.0,9
 3 Series,25780,Semi-Auto,9354,Petrol,145,45.6,2.0,6
 5 Series,26380,Semi-Auto,7609,Diesel,145,65.7,2.0,6
 X5,56980,Semi-Auto,12173,Diesel,145,33.6,3.0,6
 1 Series,22761,Semi-Auto,24866,Petrol,150,32.5,3.0,7
 X5,56980,Semi-Auto,9029,Diesel,145,33.6,3.0,6
 2 Series,16780,Semi-Auto,21204,Petrol,145,40.9,1.5,7
 4 Series,26990,Semi-Auto,4278,Diesel,150,52.3,3.0,6
 X1,25990,Semi-Auto,8989,Diesel,150,60.1,2.0,6
 2 Series,24490,Manual,8615,Diesel,150,60.1,2.0,6
 X4,36990,Semi-Auto,8454,Diesel,150,42.8,2.0,6
 M5,63980,Semi-Auto,5000,Petrol,150,26.9,4.4,6
 2 Series,21000,Semi-Auto,25435,Petrol,200,39.8,3.0,8
 3 Series,16886,Automatic,24081,Diesel,145,54.3,3.0,9
 1 Series,18866,Automatic,20581,Petrol,200,39.8,3.0,9
 X4,38182,Semi-Auto,2316,Diesel,145,42.8,2.0,6
 3 Series,21512,Automatic,21045,Diesel,145,62.8,2.0,7
 M4,34932,Semi-Auto,23765,Petrol,300,34.0,3.0,9
 1 Series,12222,Semi-Auto,11463,Petrol,125,50.4,1.6,11
 3 Series,15652,Semi-Auto,68299,Diesel,150,62.8,2.0,8
 5 Series,22601,Semi-Auto,50628,Diesel,150,60.1,2.0,7
 3 Series,13990,Manual,30441,Diesel,30,64.2,2.0,10
 4 Series,32990,Semi-Auto,2403,Diesel,145,60.1,2.0,6
 X1,17370,Manual,29575,Diesel,145,58.9,2.0,8
 X4,18390,Manual,53197,Diesel,160,52.3,2.0,10
 3 Series,11560,Automatic,60803,Diesel,30,67.3,2.0,10
 3 Series,19990,Automatic,23494,Diesel,145,57.6,2.0,7
 3 Series,21232,Semi-Auto,16219,Diesel,145,64.2,2.0,7
 X1,26190,Semi-Auto,7137,Diesel,145,65.7,2.0,6
 X3,18192,Manual,33269,Diesel,160,52.3,2.0,10
 7 Series,30972,Semi-Auto,15405,Diesel,145,54.3,3.0,8
 X2,25980,Semi-Auto,6521,Petrol,145,39.2,2.0,6
 X5,21986,Automatic,54425,Diesel,200,47.9,3.0,9
 X4,41376,Automatic,9095,Diesel,145,37.2,3.0,6
 X7,69146,Automatic,2567,Petrol,145,24.8,3.0,6
 X3,42836,Semi-Auto,6881,Diesel,145,36.7,3.0,6
 X4,35694,Semi-Auto,4832,Diesel,145,42.8,2.0,6
 X1,22052,Semi-Auto,13217,Petrol,145,44.8,2.0,8
 4 Series,19961,Semi-Auto,22100,Diesel,150,65.7,2.0,8
 4 Series,26592,Semi-Auto,7038,Diesel,150,52.3,3.0,6
 X5,49991,Semi-Auto,6927,Diesel,150,37.7,3.0,6
 1 Series,13111,Manual,23320,Diesel,20,70.6,2.0,10
 2 Series,21211,Semi-Auto,26182,Petrol,260,37.2,3.0,9
 3 Series,19702,Semi-Auto,27225,Diesel,30,62.8,2.0,8
 5 Series,33122,Semi-Auto,11817,Diesel,145,51.4,3.0,8
 X3,28562,Semi-Auto,14557,Diesel,145,47.9,3.0,8
 X6,59990,Semi-Auto,2137,Diesel,145,34.9,3.0,6
 X2,29990,Semi-Auto,4137,Petrol,145,39.2,2.0,6
 2 Series,25490,Automatic,3339,Diesel,145,49.6,2.0,6
 3 Series,18212,Semi-Auto,9020,Diesel,30,65.7,2.0,9
 3 Series,16276,Automatic,31238,Diesel,145,55.4,2.0,10
 X2,34990,Automatic,2137,Petrol,145,34.0,2.0,5
 5 Series,42990,Semi-Auto,2137,Diesel,145,60.1,3.0,5
 X1,19682,Semi-Auto,41455,Diesel,125,57.6,2.0,9
 X3,54990,Semi-Auto,2137,Hybrid,135,5.5,2.0,5
 3 Series,8492,Manual,73428,Diesel,20,68.9,2.0,12
 5 Series,37540,Automatic,4562,Diesel,145,60.1,3.0,6
 X2,29970,Automatic,3760,Petrol,145,36.2,2.0,6
 1 Series,29680,Automatic,8388,Diesel,145,48.7,2.0,6
 X2,31980,Automatic,4804,Petrol,145,34.0,2.0,6
 5 Series,29140,Semi-Auto,1499,Petrol,145,47.9,2.0,6
 4 Series,33230,Semi-Auto,6427,Petrol,145,44.8,2.0,6
 2 Series,24110,Semi-Auto,4348,Diesel,145,49.6,2.0,6
 3 Series,32550,Automatic,10984,Diesel,145,49.6,2.0,6
 3 Series,19082,Semi-Auto,31144,Diesel,145,62.8,2.0,8
 2 Series,20896,Automatic,15462,Diesel,145,67.3,2.0,6
 X7,62990,Semi-Auto,2137,Diesel,145,33.6,3.0,6
 1 Series,18840,Semi-Auto,10000,Petrol,145,54.3,1.5,6
 X5,46440,Semi-Auto,1438,Diesel,145,37.7,3.0,6
 3 Series,25940,Semi-Auto,7821,Diesel,145,53.3,2.0,6
 X6,52990,Semi-Auto,3200,Diesel,145,34.9,3.0,5
 5 Series,26980,Automatic,105,Petrol,145,50.4,2.0,6
 3 Series,37940,Semi-Auto,1581,Petrol,145,34.9,3.0,6
 X2,33940,Automatic,2182,Petrol,145,34.0,2.0,5
 2 Series,20480,Automatic,8719,Diesel,145,52.3,2.0,6
 3 Series,26998,Semi-Auto,12327,Diesel,145,48.7,2.0,6
 5 Series,23998,Semi-Auto,31649,Diesel,145,45.6,2.0,7
 3 Series,15901,Manual,13759,Petrol,150,52.3,1.5,7
 X5,26822,Automatic,25288,Diesel,145,50.4,2.0,8
 X1,19912,Semi-Auto,25917,Diesel,125,57.6,2.0,8
 1 Series,21116,Semi-Auto,6742,Diesel,145,65.7,2.0,6
 X1,12702,Automatic,28375,Diesel,160,52.3,2.0,11
 X3,15112,Semi-Auto,69382,Diesel,145,54.3,2.0,11
 X4,35109,Semi-Auto,509,Diesel,145,42.8,2.0,6
 X5,28172,Automatic,69798,Diesel,200,47.1,3.0,9
 X1,19391,Semi-Auto,20761,Diesel,125,60.1,2.0,9
 2 Series,16172,Manual,13357,Diesel,20,74.3,1.5,8
 2 Series,23990,Semi-Auto,10,Petrol,150,39.2,1.5,5
 X2,24490,Semi-Auto,1,Diesel,145,52.3,2.0,5
 1 Series,18498,Manual,10624,Diesel,145,65.7,2.0,6
 3 Series,16698,Manual,12824,Diesel,150,67.3,2.0,6
 X3,34990,Semi-Auto,16202,Petrol,145,34.5,3.0,7
 3 Series,28980,Semi-Auto,5441,Petrol,145,41.5,2.0,6
 3 Series,30690,Automatic,4404,Diesel,145,50.4,2.0,6
 5 Series,22912,Semi-Auto,16530,Diesel,145,68.9,2.0,7
 1 Series,23052,Semi-Auto,19959,Petrol,145,39.8,3.0,7
 4 Series,29540,Semi-Auto,14137,Diesel,145,49.6,3.0,6
 3 Series,36740,Automatic,4137,Petrol,145,39.8,2.0,6
 X1,19752,Semi-Auto,18326,Diesel,125,57.6,2.0,9
 X5,54550,Automatic,8143,Diesel,145,37.7,3.0,6
 1 Series,19798,Semi-Auto,16406,Diesel,150,67.3,2.0,6
 3 Series,22998,Semi-Auto,20175,Diesel,145,60.1,2.0,6
 5 Series,15995,Semi-Auto,28500,Diesel,160,51.4,3.0,11
 X1,16250,Semi-Auto,46216,Diesel,125,57.6,2.0,10
 4 Series,20681,Semi-Auto,12531,Petrol,145,48.7,2.0,9
 2 Series,21862,Semi-Auto,29150,Petrol,200,39.8,3.0,8
 1 Series,19761,Semi-Auto,39681,Petrol,200,39.8,3.0,8
 X1,19572,Semi-Auto,32603,Diesel,125,60.1,2.0,9
 X2,32012,Semi-Auto,12652,Diesel,145,58.9,2.0,7
 3 Series,17701,Semi-Auto,51983,Diesel,145,62.8,2.0,8
 4 Series,15331,Manual,21324,Petrol,200,39.8,2.0,10
 X5,41211,Semi-Auto,46180,Petrol,570,25.4,4.4,9
 X1,18761,Semi-Auto,16755,Diesel,145,55.4,2.0,9
 X5,27852,Automatic,57501,Hybrid,0,85.6,2.0,9
 1 Series,14498,Manual,15598,Diesel,150,72.4,1.5,6
 1 Series,8310,Manual,80664,Diesel,30,64.2,2.0,11
 1 Series,15490,Manual,25763,Petrol,145,46.3,2.0,8
 3 Series,11180,Automatic,60015,Diesel,30,62.8,2.0,11
 X3,19370,Semi-Auto,41312,Diesel,145,54.3,2.0,10
 X1,19158,Automatic,13090,Petrol,160,44.8,2.0,9
 X5,24250,Automatic,42966,Diesel,200,47.1,3.0,10
 X5,31990,Automatic,47814,Diesel,240,42.8,3.0,9
 1 Series,18499,Semi-Auto,748,Diesel,150,70.6,2.0,6
 3 Series,17980,Semi-Auto,33475,Diesel,30,64.2,2.0,9
